time,bnds,lat,plev,time_bnds,aps,tm1,O3
2019-07-01 08:00:00,0,82.31291,1133.41,2018-02-14 00:24:00,100838.66,220.18387,4.8446173e-06
2019-07-01 08:00:00,0,82.31291,1238.03,2018-02-14 00:24:00,100838.66,219.35054,4.7424724e-06
2019-07-01 08:00:00,0,82.31291,1351.39,2018-02-14 00:24:00,100838.66,218.5654,4.646442e-06
2019-07-01 08:00:00,0,82.31291,1474.24,2018-02-14 00:24:00,100838.66,217.8722,4.5543284e-06
2019-07-01 08:00:00,0,82.31291,1607.37,2018-02-14 00:24:00,100838.66,217.26257,4.468063e-06
2019-07-01 08:00:00,0,82.31291,1751.62,2018-02-14 00:24:00,100838.66,216.70688,4.3869786e-06
2019-07-01 08:00:00,0,82.31291,1907.95,2018-02-14 00:24:00,100838.66,216.25473,4.3095524e-06
2019-07-01 08:00:00,0,82.31291,2077.31,2018-02-14 00:24:00,100838.66,215.87021,4.2407696e-06
2019-07-01 08:00:00,0,82.31291,2260.76,2018-02-14 00:24:00,100838.66,215.5943,4.183904e-06
2019-07-01 08:00:00,0,82.31291,2459.51,2018-02-14 00:24:00,100838.66,215.35721,4.137243e-06
2019-07-01 08:00:00,0,82.31291,2674.83,2018-02-14 00:24:00,100838.66,215.21806,4.0959844e-06
2019-07-01 08:00:00,0,82.31291,2908.16,2018-02-14 00:24:00,100838.66,215.17557,4.058374e-06
2019-07-01 08:00:00,0,82.31291,3161.09,2018-02-14 00:24:00,100838.66,215.23721,4.019915e-06
2019-07-01 08:00:00,0,82.31291,3436.18,2018-02-14 00:24:00,100838.66,215.36746,3.964964e-06
2019-07-01 08:00:00,0,82.31291,3736.44,2018-02-14 00:24:00,100838.66,215.53145,3.8824646e-06
2019-07-01 08:00:00,0,82.31291,4063.97,2018-02-14 00:24:00,100838.66,215.74294,3.7671705e-06
2019-07-01 08:00:00,0,82.31291,4421.67,2018-02-14 00:24:00,100838.66,215.97014,3.616766e-06
